城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驱车制动类型,前轮胎规格,后轮胎规格,abs,esp,定速巡航,gps,倒车雷达,倒车影像系统
武汉,江淮 瑞风S3 2016款 1.5L 手动豪华智能型,2016,江淮,2.92万公里,1.5L,手动,8.12万,4.00万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,17,4325/1765/1660,2560,600,1210,自然吸气,4缸,113,146,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
杭州,现代 名图 2016款 1.8L 自动智能型GLS,2016,现代,4.75万公里,1.8L,自动,16.26万,9.20万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4710/1820/1470,2770,526,1421,自然吸气,4缸,143,176,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,脚刹,215/50 R17,215/50 R17,标配,-,-,标配,标配,标配
杭州,现代 名图 2016款 1.8L 自动智能型GLS,2016,现代,4.75万公里,1.8L,自动,16.26万,9.20万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4710/1820/1470,2770,526,1421,自然吸气,4缸,143,176,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,脚刹,215/50 R17,215/50 R17,标配,-,-,标配,标配,标配
杭州,现代 名图 2016款 1.8L 自动智能型GLS,2016,现代,4.75万公里,1.8L,自动,16.26万,9.20万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4710/1820/1470,2770,526,1421,自然吸气,4缸,143,176,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,脚刹,215/50 R17,215/50 R17,标配,-,-,标配,标配,标配
德阳,凯迪拉克ATS-L 2014款 25T 舒适型,2014,凯迪拉克ATS-L,8.41万公里,2.0T,自动,31.35万,14.08万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4730/1824/1421,2860,-,1600,涡轮增压,4缸,230,353,汽油,95号,直喷,前置后驱,电动助力,双球节麦弗逊悬挂,多连杆独立悬架,通风盘式,通风盘式,脚刹,225/45 R17,225/45 R17,标配,标配,标配,标配,标配,标配
德阳,凯迪拉克ATS-L 2014款 25T 舒适型,2014,凯迪拉克ATS-L,8.41万公里,2.0T,自动,31.35万,14.08万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4730/1824/1421,2860,-,1600,涡轮增压,4缸,230,353,汽油,95号,直喷,前置后驱,电动助力,双球节麦弗逊悬挂,多连杆独立悬架,通风盘式,通风盘式,脚刹,225/45 R17,225/45 R17,标配,标配,标配,标配,标配,标配
聊城,大众 途铠 2019款 280TSI DSG豪华版,2019,大众,0.99万公里,1.4T,自动,17.36万,12.80万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,1,4218/1760/1589,2651,212-1202,-,涡轮增压,4缸,150,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R17,205/55 R17,标配,标配,标配,标配,标配,标配
聊城,大众 途铠 2019款 280TSI DSG豪华版,2019,大众,0.99万公里,1.4T,自动,17.36万,12.80万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,1,4218/1760/1589,2651,212-1202,-,涡轮增压,4缸,150,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R17,205/55 R17,标配,标配,标配,标配,标配,标配
上海,日产 骐达 2016款 1.6L CVT智行版,2016,日产,1.75万公里,1.6L,自动,13.34万,8.58万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,15,4393/1766/1524,2700,435,1224,自然吸气,4缸,126,154,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/60 R16,195/60 R16,标配,标配,-,标配,标配,标配
新乡,宝骏730 2016款 1.5L 手动舒适型 7座 国V,2016,宝骏730,6.28万公里,1.5L,手动,7.58万,4.95万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,31,4710/1785/1745,2750,-,1435,自然吸气,4缸,112,147,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/55 R16,195/55 R16,标配,标配,-,标配,标配,-
大连,起亚 智跑 2015款 2.0L 自动两驱版GL,2015,起亚,4.95万公里,2.0L,自动,17.24万,9.20万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,3,4450/1855/1660,2640,-,1470,自然吸气,4缸,165,199,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,215/70 R16,215/70 R16,标配,-,-,标配,标配,-
大连,起亚 智跑 2015款 2.0L 自动两驱版GL,2015,起亚,4.95万公里,2.0L,自动,17.24万,9.20万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,3,4450/1855/1660,2640,-,1470,自然吸气,4缸,165,199,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,215/70 R16,215/70 R16,标配,-,-,标配,标配,-
郑州,奔驰C级 2019款 改款 C 260 L 运动版,2019,奔驰C级,3.19万公里,1.5T,自动,37.64万,29.30万,国六,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4784/1810/1457,2920,-,-,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,前置后驱,电动助力,多连杆式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,选配
郑州,奔驰C级 2019款 改款 C 260 L 运动版,2019,奔驰C级,3.19万公里,1.5T,自动,37.64万,29.30万,国六,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4784/1810/1457,2920,-,-,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,前置后驱,电动助力,多连杆式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,选配
苏州,宝马1系 2019款 118i 时尚型,2019,宝马1系,1.48万公里,1.5T,自动,21.58万,15.20万,国六,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,0,4456/1803/1446,2670,-,-,涡轮增压,3缸,136,220,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17,标配,标配,选配,标配,标配,选配
苏州,宝马1系 2019款 118i 时尚型,2019,宝马1系,1.48万公里,1.5T,自动,21.58万,15.20万,国六,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,0,4456/1803/1446,2670,-,-,涡轮增压,3缸,136,220,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17,标配,标配,选配,标配,标配,选配
沈阳,奥迪A4L 2015款 35 TFSI 自动舒适型,2015,奥迪A4L,3.48万公里,2.0T,自动,36.14万,18.30万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,5,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,混合喷射,前置前驱,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,选配
福州,宝马2系 2015款 218i(进口),2015,宝马2系,1.65万公里,1.5T,自动,29.96万,18.00万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4432/1774/1425,2690,390,-,涡轮增压,3缸,136,220,汽油,95号,直喷,前置后驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,205/55 R16,205/55 R16,标配,标配,选配,标配,标配,选配
福州,宝马2系 2015款 218i(进口),2015,宝马2系,1.65万公里,1.5T,自动,29.96万,18.00万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4432/1774/1425,2690,390,-,涡轮增压,3缸,136,220,汽油,95号,直喷,前置后驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,205/55 R16,205/55 R16,标配,标配,选配,标配,标配,选配
平顶,奔驰GLC级 2016款 GLC 260 4MATIC 豪华型,2016,奔驰GLC级,6.07万公里,2.0T,自动,48.09万,27.98万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4661/1898/1664,2873,-,-,涡轮增压,4缸,211,350,汽油,95号,直喷,前置四驱,电动助力,多连杆独立悬架,多连杆独立悬架,通风盘式,通风盘式,电子驻车,235/55 R19,235/55 R19,标配,标配,标配,标配,标配,选配
苏州,大众 高尔夫·嘉旅 2016款 1.6L 自动舒适型,2016,大众,6.82万公里,1.6L,自动,15.62万,8.88万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,7,4348/1807/1574,2680,500-1520,1320,自然吸气,4缸,110,155,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,-,标配,标配,-
成都,大众 探影 2020款 280TSI DSG 悦Pro,2020,大众,0.09万公里,1.4T,自动,17.36万,12.98万,国六,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,0,4194/1760/1601,2651,367-1192,1310,涡轮增压,4缸,150,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R17,205/55 R17,标配,标配,标配,标配,标配,标配
赣州,现代 朗动 2016款 1.6L 自动尊贵型,2016,现代,5.34万公里,1.6L,自动,13.87万,6.85万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,27,4570/1775/1445,2700,473,1275,自然吸气,4缸,128,156,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,标配
淄博,现代 名图 2016款 1.8L 自动智能型GLS,2016,现代,6.28万公里,1.8L,自动,16.26万,8.80万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,10,4710/1820/1470,2770,526,1421,自然吸气,4缸,143,176,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,脚刹,215/50 R17,215/50 R17,标配,-,-,标配,标配,标配
淄博,现代 名图 2016款 1.8L 自动智能型GLS,2016,现代,6.28万公里,1.8L,自动,16.26万,8.80万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,10,4710/1820/1470,2770,526,1421,自然吸气,4缸,143,176,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,脚刹,215/50 R17,215/50 R17,标配,-,-,标配,标配,标配
烟台,奥迪Q7 2014款 35 TFSI 运动型(进口),2014,奥迪Q7,15.15万公里,3.0T,自动,97.45万,27.00万,国四,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,1,5092/1992/1731,3013,775-2035,-,机械增压,6缸,272,400,汽油,95号,直喷,前置四驱,机械液压助力,带转向的双横臂悬架,多连杆独立悬架,通风盘式,通风盘式,脚刹,275/45 R20,275/45 R20,标配,标配,标配,标配,标配,标配
新乡,福特 福克斯 2013款 两厢经典 1.8L 自动基本型,2013,福特,6.58万公里,1.8L,自动,11.92万,3.80万,国四,4次过户,非运营使用性质,公转私产权性质,到店服务看车方式,32,4342/1840/1500,2640,385-1245,1330,自然吸气,4缸,124,161,汽油,92号,多点电喷,前置前驱,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,195/65 R15,195/65 R15,标配,-,-,标配,标配,-
新乡,福特 福克斯 2013款 两厢经典 1.8L 自动基本型,2013,福特,6.58万公里,1.8L,自动,11.92万,3.80万,国四,4次过户,非运营使用性质,公转私产权性质,到店服务看车方式,32,4342/1840/1500,2640,385-1245,1330,自然吸气,4缸,124,161,汽油,92号,多点电喷,前置前驱,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,195/65 R15,195/65 R15,标配,-,-,标配,标配,-
太原,宝马X1 2012款 sDrive18i豪华型(进口),2012,宝马X1,11.63万公里,2.0L,自动,39.84万,10.70万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,21,4454/1798/1545,2760,420-1350,-,自然吸气,4缸,150,200,汽油,95号,多点电喷,前置后驱,机械液压助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,225/50 R17,225/50 R17,标配,标配,选配,标配,标配,-
太原,日产 奇骏 2014款 2.5L CVT至尊版 4WD,2014,日产,12.04万公里,2.5L,自动,29.07万,13.98万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,17,4643/1820/1722,2706,550,1577,自然吸气,4缸,186,233,汽油,92号,多点电喷,前置四驱,电动助力,麦弗逊式独立悬架+横向稳定杆,带横向稳定杆+复合多连杆式独立悬架,通风盘式,通风盘式,脚刹,225/60 R18,225/60 R18,标配,标配,标配,标配,标配,标配
太原,日产 奇骏 2014款 2.5L CVT至尊版 4WD,2014,日产,12.04万公里,2.5L,自动,29.07万,13.98万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,17,4643/1820/1722,2706,550,1577,自然吸气,4缸,186,233,汽油,92号,多点电喷,前置四驱,电动助力,麦弗逊式独立悬架+横向稳定杆,带横向稳定杆+复合多连杆式独立悬架,通风盘式,通风盘式,脚刹,225/60 R18,225/60 R18,标配,标配,标配,标配,标配,标配
青岛,本田 冠道 2017款 240TURBO 两驱尊享版,2017,本田,2.66万公里,1.5T,自动,28.63万,23.20万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4816/1942/1669,2820,510,1764,涡轮增压,4缸,193,243,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,245/55 R19,245/55 R19,标配,标配,标配,标配,标配,标配
青岛,本田 冠道 2017款 240TURBO 两驱尊享版,2017,本田,2.66万公里,1.5T,自动,28.63万,23.20万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4816/1942/1669,2820,510,1764,涡轮增压,4缸,193,243,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,245/55 R19,245/55 R19,标配,标配,标配,标配,标配,标配
金华,吉利 帝豪GS 2016款 运动版 1.3T 自动领尚型,2016,吉利,3.39万公里,1.3T,自动,10.83万,6.64万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,8,4440/1833/1560,2700,-,1398,涡轮增压,4缸,129,185,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,标配
烟台,宝马X1 2018款 sDrive18Li 时尚型,2018,宝马X1,1.67万公里,1.5T,自动,30.81万,19.80万,国五,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,0,4565/1821/1624,2780,505,-,涡轮增压,3缸,136,220,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/55 R17,225/55 R17,标配,标配,选配,标配,标配,选配
淄博,大众 凌渡 2017款 230TSI DSG风尚版,2017,大众,4.3万公里,1.4T,自动,17.36万,10.58万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,7,4598/1826/1425,2656,480-1150,1325,涡轮增压,4缸,131,225,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
郑州,宝马2系 2015款 218i 敞篷轿跑车(进口),2015,宝马2系,2.67万公里,1.5T,自动,35.31万,23.68万,国五,4次过户,非运营使用性质,私户产权性质,到店服务看车方式,21,4432/1774/1413,2690,280-335,-,涡轮增压,3缸,136,220,汽油,95号,直喷,前置后驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,205/55 R16,205/55 R16,标配,标配,选配,标配,标配,选配
郑州,宝马2系 2015款 218i 敞篷轿跑车(进口),2015,宝马2系,2.67万公里,1.5T,自动,35.31万,23.68万,国五,4次过户,非运营使用性质,私户产权性质,到店服务看车方式,21,4432/1774/1413,2690,280-335,-,涡轮增压,3缸,136,220,汽油,95号,直喷,前置后驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,205/55 R16,205/55 R16,标配,标配,选配,标配,标配,选配
烟台,别克 君越 2018款 28T 精英型,2018,别克,2.69万公里,2.0T,自动,29.29万,17.00万,国五,1次过户,非运营使用性质,公转私产权性质,到店服务看车方式,0,5018/1866/1461,2905,523,1615,涡轮增压,4缸,261,350,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,235/50 R18,235/50 R18,标配,标配,标配,标配,标配,标配
烟台,别克 君越 2018款 28T 精英型,2018,别克,2.69万公里,2.0T,自动,29.29万,17.00万,国五,1次过户,非运营使用性质,公转私产权性质,到店服务看车方式,0,5018/1866/1461,2905,523,1615,涡轮增压,4缸,261,350,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,235/50 R18,235/50 R18,标配,标配,标配,标配,标配,标配
烟台,别克 君越 2018款 28T 精英型,2018,别克,2.69万公里,2.0T,自动,29.29万,17.00万,国五,1次过户,非运营使用性质,公转私产权性质,到店服务看车方式,0,5018/1866/1461,2905,523,1615,涡轮增压,4缸,261,350,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,235/50 R18,235/50 R18,标配,标配,标配,标配,标配,标配
